sample,GPSC,merge_history
17138_3#35,33,
13415_8#54,33,
15378_3#60,33,
14412_2#23,33,
15531_2#40,33,
17175_6#16,33,
14913_4#10,33,
15841_3#78,33,
15841_5#4,33,
18456_1#55,33,
9789_5#65,33,
14412_2#88,33,
15841_4#29,33,
15873_1#70,33,
14913_6#32,33,
17150_6#18,33,
17870_7#159,33,
13415_4#82,33,
15841_3#75,33,
15995_1#117,33,
15995_1#29,33,
17138_3#4,33,
17138_4#67,33,
17150_6#3,33,
17175_5#61,33,
12837_4#47,33,
14566_6#8,33,
9789_4#4,33,
14566_6#47,33,
17175_7#54,33,
17059_6#76,33,
14412_2#56,33,
14555_4#5,33,
17150_5#31,33,
15378_3#42,33,
15995_2#18,33,
17150_4#55,33,
17175_6#75,33,
9789_4#69,33,
17138_4#90,33,
14913_7#66,33,
17059_7#25,33,
17175_7#12,33,
9789_5#61,33,
15995_2#90,33,
15995_2#49,33,
17150_5#23,33,
15731_8#90,33,
17150_4#50,33,
17175_5#45,33,
17175_7#27,33,
15995_1#53,33,
17175_8#64,33,
9789_5#77,33,
15841_2#17,33,
15531_4#24,33,
17059_6#45,33,
15378_4#92,33,
17175_6#85,33,
17175_7#13,33,
15841_5#55,33,
15378_3#54,33,
15995_2#124,33,
15378_3#86,33,
15841_4#65,33,
17138_4#47,33,
14913_4#19,33,
15995_1#170,33,
17059_7#19,33,
17175_4#21,33,
17175_5#22,33,
15841_3#22,33,
14913_5#57,33,
17175_8#17,33,
18456_1#12,33,
17138_4#20,33,
15841_3#43,33,
17870_7#107,33,
17138_3#18,33,
17175_6#47,33,
14913_7#40,33,
17059_8#65,33,
18456_1#80,33,
13415_4#19,33,
17059_6#37,33,
15841_1#66,33,
15841_3#41,33,
15378_4#3,33,
15995_1#152,33,
17138_4#43,33,
13414_8#52,33,
15995_2#78,33,
15841_2#19,33,
15378_3#69,33,
7068_6#83,33,
14566_6#78,33,
13470_1#56,33,
15873_1#69,33,
15995_1#179,33,
14936_4#94,33,
15995_1#168,33,
15378_3#21,33,
17870_7#157,33,
13415_6#6,33,
15378_3#47,33,
17175_5#23,33,
17175_6#36,33,
17059_8#78,33,
14913_4#71,33,
14555_4#16,33,
9789_3#61,33,
14913_6#93,33,
14913_7#14,33,
12378_2#52,33,
17175_4#16,33,
15378_3#19,33,
17059_6#87,33,
17175_5#34,33,
15731_8#45,33,
18456_1#56,33,
14913_6#33,33,
15874_1#1,34,
6949_6#79,34,
15841_3#29,34,
20402_4#149,34,
9221_4#58,34,
15995_1#127,34,
19341_1#59,34,
19183_3#10,34,
22276_1#50,34,
15378_4#6,34,
15873_2#66,34,
15841_1#86,34,
15874_1#17,34,
20402_4#92,34,
15531_7#26,34,
9221_2#95,34,
17428_8#120,34,
15873_4#42,34,
12837_4#55,34,
6949_7#24,34,
15531_5#95,34,
19341_1#45,34,
9262_4#57,34,
19341_2#10,34,
7068_1#18,34,
21485_1#102,34,
15841_2#34,34,
17175_4#76,34,
15995_2#165,34,
15873_1#21,34,
7068_1#89,34,
19183_3#120,34,
6949_7#32,34,
20402_4#56,34,
15841_3#70,34,
14520_4#32,34,
19183_3#170,34,
7068_1#77,34,
15841_1#90,34,
15873_1#29,34,
17428_8#143,34,
17059_6#69,34,
16453_2#59,34,
6938_4#79,34,
15873_2#23,34,
15873_5#59,34,
17794_8#54,34,
6949_7#72,34,
16399_7#66,34,
14913_4#38,34,
17059_8#10,34,
14410_6#83,34,
6949_7#31,34,
6972_8#9,34,
15995_2#11,34,
6949_7#71,34,
14520_5#26,34,
16399_6#44,34,
16399_5#43,34,
21485_1#137,34,
6949_6#78,34,
16453_2#41,34,
15995_2#152,34,
6949_7#30,34,
15531_3#33,34,
9221_2#88,34,
9221_2#96,34,
6949_7#78,34,
14566_6#5,34,
7068_1#75,34,
17794_7#175,34,
20402_4#30,34,
6949_7#23,34,
14913_5#44,34,
15995_1#151,34,
9221_2#87,34,
7068_1#88,34,
17175_5#74,34,
9221_5#35,34,
17150_5#7,34,
6972_7#26,34,
7068_1#15,34,
13470_1#28,34,
15874_1#25,34,
17175_7#74,34,
15873_5#60,34,
12837_1#57,34,
14913_7#62,34,
15841_2#45,34,
9262_3#68,34,
17059_8#60,34,
15995_2#81,34,
15995_2#128,34,
19183_3#137,34,
17059_6#92,34,
6949_7#74,34,
14520_7#60,34,
15841_3#94,34,
14410_8#55,34,
15995_1#180,34,
17175_4#53,34,
14520_4#5,34,
6755_2#20,34,
15841_2#86,34,
19341_1#8,34,
9789_5#80,34,
14520_4#40,34,
6983_6#25,34,
15995_1#111,34,
18090_5#33,34,
17794_7#100,34,
17059_7#94,34,
9221_4#57,34,
12837_2#68,34,
19183_3#155,34,
19183_3#149,34,
22276_1#42,34,
14410_4#69,34,
17059_8#16,34,
15873_5#37,34,
7068_1#87,34,
6938_4#94,34,
6949_7#76,34,
15378_4#14,34,
7068_1#16,34,
17794_8#119,34,
14520_7#47,34,
9221_2#86,34,
16399_6#64,34,
6949_7#27,34,
17150_5#68,34,
14520_7#22,34,
9221_3#61,34,
19646_1#5,34,
20402_4#24,34,
6710_6#3,34,
9221_2#90,34,
19183_3#136,34,
15995_2#160,34,
15995_2#138,34,
15874_1#43,34,
17175_6#31,34,
20402_4#28,34,
15841_1#59,34,
17175_4#80,34,
6710_8#3,34,
15873_3#19,34,
21523_1#128,34,
6949_7#29,34,
18456_1#33,34,
17175_4#65,34,
16453_2#14,34,
20402_4#74,34,
17794_8#104,34,
17794_8#16,34,
7068_1#90,34,
15874_1#35,34,
14520_5#70,34,
15873_4#9,34,
7068_1#80,34,
16399_5#37,34,
19341_1#10,34,
15995_1#67,34,
6949_7#77,34,
22276_1#12,34,
15841_2#32,34,
15873_1#28,34,
7068_1#85,34,
9221_2#72,34,
6406_5#18,34,
17870_7#64,34,
17059_6#19,34,
9789_5#6,34,
15531_5#90,34,
17059_7#39,34,
9221_3#93,34,
16453_2#56,34,
9221_4#56,34,
12837_4#7,34,
9221_2#91,34,
15995_2#117,34,
14723_6#30,34,
15995_1#120,34,
14520_7#34,34,
9221_5#32,34,
9221_3#48,34,
15531_5#44,34,
15841_4#79,34,
17794_7#110,34,
6949_7#25,34,
16399_5#22,34,
9221_5#23,34,
19341_1#67,34,
16453_2#5,34,
15995_2#46,34,
19183_3#165,34,
16399_6#33,34,
4995_8#3,34,
21485_1#143,34,
15841_2#94,34,
17175_4#92,34,
15841_2#61,34,
21523_1#98,34,
15873_1#23,34,
15873_4#72,34,
6938_4#17,34,
22276_3#11,34,
6949_6#77,34,
15995_1#108,34,
17870_7#154,34,
13415_8#12,34,
20402_4#150,34,
17059_7#32,34,
6938_4#93,34,
7068_1#92,34,
9221_4#54,34,
15873_4#38,34,
9262_4#8,34,
6938_4#83,34,
6949_7#73,34,
17794_8#57,34,
14520_7#48,34,
22276_1#160,34,
14937_1#52,34,
15873_1#37,34,
9221_2#75,34,
14520_4#8,34,
6938_4#82,34,
21523_1#111,34,
19646_1#129,34,
15995_2#62,34,
15841_1#63,34,
9262_4#14,34,
17794_7#156,34,
15841_2#90,34,
6949_7#34,34,
7068_1#84,34,
20402_4#19,34,
15995_2#134,34,
6805_2#9,34,
21485_1#65,34,
14936_5#4,34,
7068_1#78,34,
17138_4#39,34,
6949_6#80,34,
15731_8#8,34,
4995_7#7,34,
6949_7#26,34,
14520_5#29,34,
15873_1#50,34,
17059_7#54,34,
7068_1#91,34,
14520_4#12,34,
20402_4#32,34,
21523_1#6,34,
14520_7#41,34,
20402_4#96,34,
17138_4#40,34,
9221_2#74,34,
15531_4#84,34,
7004_3#30,34,
21523_1#9,34,
17794_8#98,34,
22276_3#25,34,
6673_8#18,34,
19341_1#29,34,
15873_5#47,34,
15873_4#25,34,
17794_8#89,34,
15378_2#60,34,
21485_1#35,34,
21523_1#96,34,
14673_6#54,34,
17175_4#38,34,
15378_2#45,34,
15995_1#129,34,
12290_3#26,34,
17175_4#70,34,
6949_7#75,34,
9789_5#57,34,
15873_4#78,34,
9262_3#66,34,
20402_4#78,34,
16399_6#69,34,
19646_1#10,34,
17059_7#62,34,
15841_2#83,34,
17059_8#2,34,
15995_1#135,34,
9221_5#31,34,
6949_7#28,34,
17059_6#77,34,
17870_7#71,34,
21523_1#92,34,
6775_1#16,34,
15841_1#76,34,
6972_8#92,34,
22276_1#54,34,
21523_1#87,34,
6649_8#3,34,
15841_1#38,34,
7068_1#76,34,
6805_2#14,34,
13415_6#28,34,
14936_4#41,34,
9262_4#11,34,
6938_4#81,34,
14410_7#62,34,
17150_4#87,34,
7068_2#86,34,
15995_2#149,34,
22276_3#19,34,
17059_6#56,34,
15682_2#56,35,
11860_8#86,35,
11861_3#88,35,
11861_5#57,35,
11861_4#72,35,
21903_8#48,35,
13710_2#20,35,
22695_3#144,35,
22695_3#120,35,
14673_3#60,35,
11893_1#42,35,
21903_8#116,35,
7622_5#81,35,
21903_8#239,35,
21946_6#88,35,
21903_8#8,35,
22695_3#197,35,
22695_3#291,35,
13414_2#43,35,
13682_1#22,35,
21946_6#68,35,
21903_8#335,35,
11861_3#26,35,
22695_3#288,35,
6512_3#24,35,
11861_4#12,35,
21903_8#84,35,
22695_3#74,35,
23733_1#102,35,
19536_2#5,35,
13710_1#22,35,
22984_8#1,35,
21903_8#331,35,
22841_3#100,35,
6999_3#3,35,
11861_3#83,35,
22841_4#171,35,
14723_5#7,35,
22841_1#49,35,
21946_6#188,35,
22841_1#116,35,
21946_6#77,35,
12838_1#69,35,
23495_7#95,35,
21903_8#229,35,
7001_3#20,35,
11861_5#88,35,
13681_1#40,35,
15841_2#35,35,
21903_8#77,35,
11860_8#6,35,
17966_5#115,35,
17138_4#13,35,
11860_5#40,35,
15874_1#81,35,
21946_6#158,35,
21903_6#171,35,
14913_4#47,35,
15277_1#12,35,
17794_8#132,35,
7553_6#43,35,
11860_7#25,35,
21903_8#251,35,
21903_8#37,35,
22695_3#50,35,
22984_8#7,35,
11861_1#74,35,
21903_8#135,35,
20427_5#56,35,
12673_6#45,35,
11861_4#34,35,
12838_1#70,35,
21903_8#42,35,
11860_7#46,35,
15841_3#51,35,
11860_5#87,35,
20427_5#58,35,
21903_8#63,35,
15682_1#69,35,
11861_4#81,35,
6999_6#12,35,
21946_6#191,35,
11861_1#38,35,
15682_1#85,35,
11860_4#62,35,
21946_6#243,35,
9953_7#55,35,
22695_3#200,35,
22984_8#65,35,
23495_7#64,35,
11860_7#21,35,
17175_5#75,35,
21903_8#78,35,
21946_6#10,35,
13414_1#75,35,
14913_2#40,35,
11861_2#37,35,
22695_3#244,35,
22841_4#61,35,
15682_2#51,35,
17059_6#46,35,
23495_7#80,35,
17175_8#7,35,
13415_5#39,35,
19536_2#27,35,
21946_6#40,35,
21946_6#47,35,
21946_6#30,35,
21946_6#237,35,
6512_4#18,35,
22984_8#31,35,
22984_8#86,35,
22984_8#32,35,
14913_2#80,35,
6930_8#18,35,
23495_7#68,35,
11860_8#87,35,
14723_6#91,35,
21903_8#47,35,
20427_4#48,35,
15682_8#37,35,
11860_5#65,35,
15995_2#137,35,
19084_7#29,35,
20925_3#34,35,
6470_3#10,35,
6930_8#15,35,
11861_1#91,35,
21946_6#204,35,
15682_8#36,35,
15940_1#82,35,
22695_3#214,35,
11860_6#73,35,
12673_6#2,35,
14936_4#85,35,
11860_6#95,35,
13415_4#75,35,
11860_8#83,35,
21903_6#166,35,
11861_3#60,35,
11861_3#67,35,
11893_1#62,35,
11860_4#95,35,
23584_8#70,35,
22695_3#237,35,
22695_3#71,35,
11893_1#22,35,
22841_1#136,35,
21946_6#214,35,
22695_3#72,35,
20427_5#26,35,
21903_8#364,35,
11861_4#39,35,
22695_3#314,35,
22984_8#83,35,
19536_2#23,35,
21946_6#75,35,
14555_4#12,35,
13154_3#26,35,
12673_6#6,35,
22695_3#252,35,
7553_4#40,35,
14913_4#40,35,
19536_2#29,35,
11860_7#37,35,
22695_3#35,35,
20427_5#5,35,
11657_2#73,35,
11860_4#36,35,
11860_7#19,35,
21903_8#254,35,
11861_5#77,35,
22984_8#59,36,
11860_5#47,36,
22695_3#40,36,
13682_1#38,36,
14937_1#10,36,
22984_8#50,36,
6999_1#8,36,
21903_8#21,36,
11860_6#19,36,
16453_3#43,36,
20427_4#32,36,
17150_5#56,36,
21053_8#90,36,
6952_7#18,36,
15940_7#15,36,
6570_1#12,36,
15682_5#45,36,
19084_8#128,36,
6472_7#15,36,
23495_7#90,36,
23733_1#120,36,
11861_4#48,36,
13154_3#7,36,
22709_8#315,36,
23584_8#73,36,
15940_3#86,36,
11861_3#77,36,
13224_7#3,36,
15191_8#77,36,
14672_3#17,36,
16453_3#32,36,
21946_6#301,36,
22984_8#36,36,
16399_8#8,36,
6999_4#17,36,
12290_2#8,36,
16453_3#34,36,
12291_5#52,36,
22841_4#184,36,
15940_4#76,36,
21946_6#87,36,
16453_3#67,36,
23584_8#115,36,
21903_8#219,36,
17262_1#9,36,
13682_1#35,36,
15940_3#69,36,
6569_7#1,36,
23584_8#75,36,
22695_3#274,36,
13415_8#83,36,
13682_1#28,36,
14672_3#88,36,
15191_8#76,36,
12837_5#81,36,
11893_1#7,36,
22841_2#48,36,
13224_7#45,36,
15191_7#49,36,
13414_2#66,36,
15682_2#66,36,
16453_2#78,36,
22695_3#270,36,
6999_2#10,36,
20427_5#48,36,
15841_4#90,36,
22695_3#304,36,
15873_6#68,36,
16399_8#74,36,
15682_2#29,36,
16453_3#5,36,
13682_1#46,36,
22709_8#317,36,
14566_8#79,36,
6486_6#8,36,
13710_1#66,36,
9950_1#27,36,
22695_3#234,36,
15277_3#66,36,
11861_1#49,36,
13415_4#28,36,
22695_3#61,36,
15191_7#46,36,
15873_7#68,36,
13224_7#16,36,
7622_3#89,36,
20427_5#46,36,
14913_7#37,36,
23495_7#9,36,
10071_4#80,36,
6472_6#9,36,
6512_5#10,36,
14723_6#58,36,
18787_3#26,36,
13681_1#74,36,
15873_7#4,36,
15940_6#72,36,
15940_5#86,36,
15940_4#78,36,
21903_8#119,36,
23733_1#118,36,
16453_3#70,36,
11893_1#6,36,
6569_8#11,36,
6512_6#2,36,
19084_8#179,36,
16453_3#27,36,
6486_8#12,36,
6486_7#18,36,
16399_8#12,36,
6470_4#13,36,
11860_7#12,36,
14913_5#10,36,
22695_3#295,36,
21903_8#14,36,
15940_3#82,36,
6569_7#2,36,
7001_2#15,36,
20427_4#37,36,
22695_3#225,36,
11860_7#41,36,
14566_8#45,36,
15873_7#54,36,
15191_8#56,36,
6486_5#10,36,
7622_3#64,36,
6486_6#10,36,
16399_8#26,36,
21946_6#310,36,
15873_7#58,36,
15873_6#76,36,
6952_7#22,36,
16453_3#60,36,
7553_5#49,36,
6512_4#20,36,
9950_1#43,36,
23584_8#106,36,
13224_7#19,36,
15191_8#10,36,
23733_1#126,36,
7001_2#7,36,
17150_6#43,36,
14520_8#8,36,
15873_6#49,36,
6569_8#6,36,
21946_6#308,36,
15608_2#48,36,
16399_8#79,36,
15940_4#70,36,
11860_7#50,36,
13681_1#23,36,
22841_4#56,36,
11861_2#89,36,
21946_6#2,36,
23733_1#133,36,
23495_7#61,36,
6569_7#5,36,
23584_8#92,36,
12291_5#70,36,
13091_1#75,36,
20427_5#57,36,
16453_3#1,36,
21946_6#127,36,
17175_8#83,36,
13414_2#25,36,
7622_4#44,36,
6952_4#16,36,
9950_2#32,36,
22695_3#182,36,
21903_8#129,36,
7622_2#34,36,
7622_5#79,36,
13681_1#91,36,
13682_1#78,36,
20427_5#38,36,
13681_1#75,36,
22695_3#213,36,
13091_2#82,36,
13224_7#55,36,
14672_3#50,36,
19084_8#173,36,
13682_1#59,36,
21903_8#199,36,
11860_4#44,36,
21946_6#356,36,
6999_1#1,36,
13682_1#3,36,
7622_3#66,36,
15608_2#15,36,
14566_8#71,36,
10208_2#32,36,
15191_5#35,36,
21903_8#179,36,
7553_5#88,36,
15940_1#5,36,
7622_4#38,36,
11860_8#52,36,
21903_8#174,36,
22709_8#283,36,
13710_2#56,36,
23584_8#57,36,
6486_7#10,36,
14566_6#31,36,
13710_1#34,36,
15940_7#24,36,
21903_8#164,36,
21946_6#153,36,
7001_2#13,36,
22695_3#215,36,
13682_1#15,36,
6472_5#16,36,
14913_7#48,36,
15682_6#16,36,
13681_1#20,36,
12291_4#46,36,
10071_4#76,36,
12291_4#56,36,
12290_2#13,36,
23495_7#54,36,
15940_4#74,36,
7622_4#12,36,
23584_8#68,36,
14913_4#29,36,
6512_2#22,36,
12274_6#76,36,
7553_4#21,36,
7553_5#66,36,
6472_7#5,36,
15191_5#14,36,
9950_1#12,36,
15940_5#34,36,
15191_5#25,36,
6999_2#7,36,
22695_3#266,36,
6512_7#5,36,
13681_1#38,36,
7001_2#8,36,
12274_5#39,36,
21903_8#99,36,
13710_2#24,36,
14936_4#5,36,
20427_4#31,36,
21946_6#111,36,
13414_4#33,36,
7553_5#69,36,
20427_5#40,36,
13710_2#48,36,
13682_1#51,36,
7622_4#6,36,
16453_3#18,36,
18814_1#19,36,
13681_1#70,36,
15682_5#68,36,
11893_1#41,36,
21903_8#128,36,
13091_2#64,36,
6512_1#9,36,
14412_3#65,36,
20427_4#34,36,
16453_3#82,36,
6486_5#8,36,
15940_7#75,36,
21903_8#213,36,
16453_3#58,36,
15940_4#2,36,
6486_8#21,36,
15277_1#6,36,
12274_6#77,36,
22695_3#323,36,
7622_2#27,36,
14673_2#55,36,
24861_1#221,38,
19084_8#72,38,
15682_5#75,38,
24371_8#312,38,
15682_1#70,38,
14673_3#40,38,
14913_7#71,38,
14673_2#40,38,
15841_1#73,38,
22276_1#154,38,
14673_6#64,38,
6938_6#23,38,
23584_8#150,38,
13091_3#43,38,
14566_4#52,38,
24775_1#162,38,
11860_1#18,38,
13091_1#27,38,
14673_4#46,38,
21946_6#223,38,
11861_1#51,38,
15995_1#2,38,
12299_1#87,38,
6938_5#19,38,
23495_7#28,38,
17138_4#55,38,
7622_4#4,38,
17059_8#70,38,
15873_7#6,38,
14257_1#7,38,
23430_2#17,38,
14673_2#31,38,
13091_1#22,38,
14566_5#11,38,
21903_8#25,38,
14673_1#58,38,
15995_2#114,38,
15841_1#31,38,
15940_7#73,38,
15874_1#51,38,
13091_1#28,38,
13091_3#51,38,
15940_5#52,38,
6512_2#15,38,
6512_7#16,38,
15873_6#24,38,
9950_1#76,38,
15531_6#72,38,
16288_6#61,38,
13091_1#15,38,
11861_4#16,38,
17966_5#133,38,
17966_5#179,38,
20427_5#55,38,
24775_1#167,38,
15995_1#36,38,
15995_2#73,38,
16404_8#41,38,
17175_4#89,38,
17175_6#8,38,
6805_3#3,38,
22841_3#170,38,
23495_7#30,38,
17150_5#14,38,
13414_1#70,38,
22841_1#82,38,
15995_2#27,38,
7622_5#68,38,
11679_1#84,38,
11657_8#54,38,
17059_8#59,38,
6999_5#1,38,
14673_1#75,38,
6512_7#17,38,
17138_5#34,38,
7001_3#11,38,
13091_4#91,38,
22841_2#24,38,
22695_3#265,38,
15191_5#11,38,
11860_7#92,38,
13682_2#52,38,
14913_3#50,38,
6930_7#7,38,
13414_1#92,38,
14673_2#87,38,
20402_4#86,38,
22841_3#78,38,
22841_4#156,38,
6925_1#64,38,
22841_2#84,38,
15682_6#68,38,
21999_7#179,38,
21903_8#351,38,
12291_4#76,38,
19787_5#38,38,
17150_4#91,38,
21903_8#65,38,
21946_6#166,38,
13710_2#67,38,
14673_1#83,38,
17966_5#156,38,
21999_7#168,38,
22841_1#45,38,
6512_3#14,38,
24861_1#264,38,
13710_2#17,38,
22276_1#156,38,
6840_1#18,38,
14673_3#89,38,
21946_6#229,38,
14673_2#59,38,
24820_2#127,38,
13414_1#89,38,
13682_1#93,38,
15995_1#145,38,
17428_8#56,38,
6972_3#15,38,
20427_5#75,38,
15608_2#88,38,
21053_8#73,38,
14566_6#80,38,
16288_4#61,38,
13224_7#14,38,
11861_5#15,38,
16453_3#22,38,
13414_2#11,38,
13091_1#23,38,
15940_7#8,38,
13414_1#65,38,
18090_1#123,38,
15995_2#188,38,
23495_7#29,38,
6569_8#9,38,
7622_2#32,38,
11658_1#82,38,
17175_7#82,38,
21999_7#155,38,
24775_1#163,38,
22841_3#143,38,
21946_6#219,38,
23430_2#68,38,
15682_2#42,38,
21999_7#112,38,
11826_1#71,38,
12673_6#40,38,
13091_4#58,38,
13415_4#57,38,
22027_1#147,38,
11861_5#59,38,
12273_1#93,38,
12291_4#83,38,
14913_2#5,38,
6972_4#13,38,
21946_6#49,38,
11679_1#19,38,
15682_5#39,38,
23164_8#84,38,
24371_8#318,38,
6470_3#23,38,
6470_6#24,38,
11658_2#9,38,
17175_4#59,38,
21903_8#172,38,
11860_4#53,38,
6999_4#22,38,
18090_1#142,38,
13091_2#18,38,
7011_5#2,38,
13091_4#15,38,
15995_2#40,38,
23584_8#114,38,
13414_1#90,38,
6930_7#6,38,
6983_7#54,38,
20427_5#1,38,
15873_6#23,38,
22984_8#80,38,
17175_4#57,38,
17428_8#88,38,
13414_8#4,38,
13414_3#21,38,
22667_7#138,38,
22841_2#77,38,
11860_6#36,38,
14673_3#34,38,
24775_1#140,38,
11860_4#10,38,
6470_6#7,38,
11658_2#17,38,
10868_5#25,38,
7622_2#16,38,
6512_4#3,38,
24775_1#166,38,
20427_5#69,38,
21903_8#224,38,
13091_4#41,38,
15940_7#20,38,
11860_7#67,38,
16453_3#16,38,
22667_7#131,38,
17428_8#48,38,
22841_4#172,38,
15191_6#8,38,
13414_8#12,38,
6925_2#84,38,
13414_1#86,38,
11511_8#30,38,
13710_2#21,38,
14672_3#9,38,
13091_1#25,38,
19084_7#49,38,
22841_2#37,38,
6710_7#3,38,
14566_8#15,38,
15682_2#57,38,
12837_1#52,38,
6938_6#19,38,
7038_7#12,38,
24775_1#182,38,
22984_8#78,38,
17966_5#145,38,
21946_6#238,38,
14672_3#73,38,
21999_8#90,38,
15608_2#52,38,
21946_6#73,38,
21946_6#148,38,
13414_4#20,39,
14355_8#44,39,
21053_8#158,39,
14673_1#22,39,
15682_6#63,39,
15940_2#70,39,
9950_2#28,39,
14520_8#1,39,
17262_1#18,39,
5192_8#8,39,
10050_2#58,39,
8016_3#61,39,
14520_8#89,39,
14673_1#9,39,
11657_8#68,39,
15608_2#5,39,
13091_2#57,39,
11657_2#83,39,
11860_4#67,39,
16404_7#64,39,
10050_2#23,39,
16934_1#51,39,
11860_4#63,39,
22841_3#25,39,
10868_5#41,39,
11822_1#33,39,
11860_4#89,39,
15608_5#21,39,
11861_5#62,39,
24775_1#317,39,
11511_7#64,39,
6999_4#21,39,
17138_5#72,39,
10071_4#10,39,
12673_6#4,39,
15608_2#60,39,
15608_5#38,39,
9953_7#30,39,
15608_2#30,39,
15682_7#6,39,
11822_1#42,39,
16404_8#39,39,
15608_2#33,39,
9950_3#64,39,
16404_8#13,39,
15682_6#65,39,
15608_2#39,39,
14355_8#39,39,
11861_5#44,39,
15874_8#85,39,
5310_1#6,39,
11826_3#42,39,
16934_1#92,39,
14673_2#20,39,
9950_3#73,39,
11861_4#63,39,
17794_3#54,39,
15940_2#75,39,
17262_1#26,39,
6952_4#4,39,
11822_1#89,39,
6472_6#24,39,
15682_2#3,39,
13091_3#59,39,
15608_2#72,39,
15874_8#32,39,
11511_7#1,39,
14520_8#36,39,
6570_3#19,39,
11511_7#23,39,
16399_8#11,39,
11511_7#55,39,
11511_8#51,39,
15940_2#71,39,
6999_6#19,39,
15940_2#18,39,
24775_1#276,39,
10868_6#55,39,
19084_8#152,39,
6472_8#10,39,
11511_7#69,39,
10868_6#51,39,
13414_8#68,39,
11861_4#74,39,
11826_1#19,39,
24775_1#275,39,
10868_5#21,39,
11822_1#40,39,
15608_3#16,39,
15608_5#16,39,
10071_4#9,39,
10050_2#21,39,
14520_8#79,39,
9953_7#72,39,
9950_3#70,39,
11822_1#45,39,
12291_5#25,39,
5349_3#3,39,
11657_8#74,39,
15608_2#18,39,
16404_7#90,39,
8016_3#26,39,
11657_8#72,39,
16404_8#38,39,
15191_6#18,39,
11657_2#58,39,
11658_8#6,39,
5349_3#4,39,
11657_1#79,39,
14673_3#18,39,
15608_3#7,39,
11860_8#70,39,
15682_6#66,39,
15940_2#69,39,
11826_1#68,39,
10071_4#47,39,
15608_2#67,39,
11861_4#65,39,
16404_8#46,39,
16934_1#66,39,
15191_8#6,39,
11860_5#20,39,
9950_2#33,39,
8016_3#80,39,
6259_1#16,39,
15608_3#92,39,
11657_2#53,39,
12274_5#73,39,
15191_6#9,39,
11860_8#14,39,
11861_3#62,39,
15191_5#39,39,
16043_2#88,39,
13091_2#14,39,
11860_7#10,39,
15682_6#53,39,
13414_4#19,39,
13091_2#38,39,
15608_2#27,39,
11860_1#14,39,
11861_5#73,39,
11822_1#28,39,
16404_8#51,39,
22667_8#43,39,
9950_3#27,39,
11861_5#34,39,
14355_8#46,39,
16404_7#76,39,
16404_8#42,39,
13091_2#42,39,
16404_8#45,39,
14412_3#12,39,
9953_7#88,39,
16404_8#19,39,
13414_4#25,39,
11679_1#48,39,
11860_8#22,39,
11511_7#53,39,
11826_3#86,39,
11860_4#13,39,
10071_4#51,39,
12274_6#11,39,
15682_7#26,39,
16404_8#28,39,
5392_2#2,39,
5392_2#11,39,
9953_7#68,39,
11860_8#79,39,
9953_7#34,39,
15873_7#50,39,
10050_2#61,39,
14355_8#93,39,
6470_5#22,39,
11657_4#46,39,
10071_4#66,39,
11861_5#86,39,
14412_3#19,39,
14673_3#26,39,
16404_8#44,39,
21053_8#52,39,
8016_3#76,39,
15191_6#46,39,
11826_1#14,39,
11826_1#34,39,
11860_8#39,39,
14673_1#23,39,
10050_2#3,39,
15873_7#48,39,
10868_6#81,39,
11861_1#18,39,
21053_8#66,39,
11657_2#12,39,
15682_6#4,39,
13091_2#15,39,
11822_1#52,39,
11861_5#24,39,
11893_1#48,39,
12274_5#5,39,
14893_8#53,39,
6999_7#4,39,
10050_2#40,39,
6999_3#2,39,
17794_3#73,39,
16934_1#61,39,
15682_2#65,39,
11511_7#26,39,
14412_3#75,39,
11511_7#3,39,
11511_7#19,39,
19341_2#103,39,
10208_2#11,39,
5310_1#4,39,
21053_8#47,39,
11511_7#83,39,
15874_8#44,39,
11822_1#30,39,
17262_1#8,39,
14520_8#52,39,
16404_7#60,39,
11826_4#39,39,
22027_1#52,39,
6470_6#12,39,
9953_7#10,39,
12274_6#9,39,
14673_2#65,39,
14673_2#71,39,
9950_3#63,39,
11822_1#68,39,
11860_8#15,39,
16404_8#53,39,
11511_7#24,39,
5192_7#8,39,
10868_5#40,39,
6999_3#1,39,
15191_5#51,39,
16404_8#36,39,
11511_7#77,39,
10071_4#49,39,
11860_5#56,39,
22027_1#127,39,
11860_5#84,39,
11826_1#17,39,
15608_5#65,39,
15940_2#56,39,
16934_1#85,39,
17262_1#11,39,
18090_2#167,39,
15608_3#6,39,
11893_8#4,39,
15873_7#62,39,
17262_1#22,39,
16404_8#29,39,
6999_6#9,39,
9950_3#66,39,
11658_1#18,39,
9950_2#35,39,
6512_3#18,39,
14673_2#82,39,
15873_1#19,41,
13415_6#96,41,
12837_3#57,41,
14555_3#61,41,
15731_8#24,41,
15731_8#32,41,
12837_1#66,41,
13415_6#10,41,
14555_3#83,41,
14555_3#19,41,
14723_4#95,41,
14723_6#6,41,
12162_1#19,41,
8016_3#66,41,
14723_4#73,41,
15841_3#7,41,
15841_2#85,41,
13415_7#78,41,
8016_3#41,41,
17138_4#46,41,
14410_8#11,41,
14412_2#55,41,
14566_6#36,41,
14566_6#4,41,
14566_6#34,41,
17150_4#85,41,
12837_2#12,41,
8016_3#45,41,
14566_5#39,41,
8016_3#25,41,
13415_6#19,41,
13414_8#92,41,
12837_4#5,41,
8016_3#20,41,
12291_6#73,41,
